onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.354	INSTR1	0	0	 0.000
 9.693	 3.263	ISI	0	0	 0.000
 12.956	 60.195	CONV1	0	0	 0.000
 73.151	 4.674	ISI	0	0	 0.000
 77.825	 8.368	INSTR1	0	0	 0.000
 86.193	 3.249	ISI	0	0	 0.000
 89.442	 60.249	CONV2	0	0	 0.000
 149.691	 4.685	ISI	0	0	 0.000
 154.376	 8.368	INSTR1	0	0	 0.000
 162.744	 3.317	ISI	0	0	 0.000
 166.061	 60.248	CONV1	0	0	 0.000
 226.309	 4.571	ISI	0	0	 0.000
 230.880	 8.368	INSTR1	0	0	 0.000
 239.248	 3.329	ISI	0	0	 0.000
 242.577	 60.248	CONV2	0	0	 0.000
 302.825	 8.254	INSTR1	0	0	 0.000
 311.079	 60.247	CONV1	0	0	 0.000
 371.326	 4.686	ISI	0	0	 0.000
 376.012	 8.367	INSTR1	0	0	 0.000
 384.379	 3.347	ISI	0	0	 0.000
 387.726	 60.249	CONV2	0	0	 0.000
 447.975	 1.337	ISI	0	0	 0.000
