onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.340	ISI	0	0	 0.000
 1.340	 8.320	INSTR1	0	0	 0.000
 9.660	 3.287	ISI	0	0	 0.000
 12.947	 60.222	CONV1	0	0	 0.000
 73.169	 4.686	ISI	0	0	 0.000
 77.855	 8.367	INSTR1	0	0	 0.000
 86.222	 3.259	ISI	0	0	 0.000
 89.481	 60.197	CONV2	0	0	 0.000
 149.678	 4.646	ISI	0	0	 0.000
 154.324	 8.368	INSTR1	0	0	 0.000
 162.692	 3.255	ISI	0	0	 0.000
 165.947	 60.248	CONV1	0	0	 0.000
 226.195	 4.583	ISI	0	0	 0.000
 230.778	 8.368	INSTR1	0	0	 0.000
 239.146	 3.311	ISI	0	0	 0.000
 242.457	 60.248	CONV2	0	0	 0.000
 302.705	 4.595	ISI	0	0	 0.000
 307.300	 8.367	INSTR1	0	0	 0.000
 315.667	 3.348	ISI	0	0	 0.000
 319.015	 60.248	CONV1	0	0	 0.000
 379.263	 4.580	ISI	0	0	 0.000
 383.843	 8.368	INSTR1	0	0	 0.000
 392.211	 3.347	ISI	0	0	 0.000
 395.558	 60.248	CONV2	0	0	 0.000
 455.806	 3.342	ISI	0	0	 0.000
