onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.310	ISI	0	0	 0.000
 1.310	 8.340	INSTR1	0	0	 0.000
 9.650	 3.347	ISI	0	0	 0.000
 12.997	 60.248	CONV1	0	0	 0.000
 73.245	 4.687	ISI	0	0	 0.000
 77.932	 8.367	INSTR1	0	0	 0.000
 86.299	 3.347	ISI	0	0	 0.000
 89.646	 60.249	CONV2	0	0	 0.000
 149.895	 4.686	ISI	0	0	 0.000
 154.581	 8.296	INSTR1	0	0	 0.000
 162.877	 3.348	ISI	0	0	 0.000
 166.225	 60.248	CONV1	0	0	 0.000
 226.473	 4.685	ISI	0	0	 0.000
 231.158	 8.303	INSTR1	0	0	 0.000
 239.461	 3.347	ISI	0	0	 0.000
 242.808	 60.247	CONV2	0	0	 0.000
 303.055	 4.687	ISI	0	0	 0.000
 307.742	 8.366	INSTR1	0	0	 0.000
 316.108	 60.225	CONV1	0	0	 0.000
 376.333	 4.686	ISI	0	0	 0.000
 381.019	 8.367	INSTR1	0	0	 0.000
 389.386	 3.283	ISI	0	0	 0.000
 392.669	 60.215	CONV2	0	0	 0.000
 452.884	 3.345	ISI	0	0	 0.000
