onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.310	INSTR1	0	0	 0.000
 9.649	 3.347	ISI	0	0	 0.000
 12.996	 60.248	CONV1	0	0	 0.000
 73.244	 4.686	ISI	0	0	 0.000
 77.930	 8.317	INSTR1	0	0	 0.000
 86.247	 3.347	ISI	0	0	 0.000
 89.594	 60.249	CONV2	0	0	 0.000
 149.843	 4.686	ISI	0	0	 0.000
 154.529	 8.361	INSTR1	0	0	 0.000
 162.890	 3.348	ISI	0	0	 0.000
 166.238	 60.248	CONV1	0	0	 0.000
 226.486	 4.685	ISI	0	0	 0.000
 231.171	 8.319	INSTR1	0	0	 0.000
 239.490	 3.342	ISI	0	0	 0.000
 242.832	 60.247	CONV2	0	0	 0.000
 303.079	 8.369	INSTR1	0	0	 0.000
 311.448	 60.248	CONV1	0	0	 0.000
 371.696	 4.686	ISI	0	0	 0.000
 376.382	 8.367	INSTR1	0	0	 0.000
 384.749	 3.346	ISI	0	0	 0.000
 388.095	 60.249	CONV2	0	0	 0.000
 448.344	 1.338	ISI	0	0	 0.000
