onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.259	INSTR1	0	0	 0.000
 9.597	 3.348	ISI	0	0	 0.000
 12.945	 60.248	CONV1	0	0	 0.000
 73.193	 4.685	ISI	0	0	 0.000
 77.878	 8.267	INSTR1	0	0	 0.000
 86.145	 3.346	ISI	0	0	 0.000
 89.491	 60.248	CONV2	0	0	 0.000
 149.739	 4.687	ISI	0	0	 0.000
 154.426	 8.363	INSTR1	0	0	 0.000
 162.789	 3.347	ISI	0	0	 0.000
 166.136	 60.249	CONV1	0	0	 0.000
 226.385	 4.686	ISI	0	0	 0.000
 231.071	 8.282	INSTR1	0	0	 0.000
 239.353	 3.346	ISI	0	0	 0.000
 242.699	 60.249	CONV2	0	0	 0.000
 302.948	 4.685	ISI	0	0	 0.000
 307.633	 8.277	INSTR1	0	0	 0.000
 315.910	 3.339	ISI	0	0	 0.000
 319.249	 60.249	CONV1	0	0	 0.000
 379.498	 4.686	ISI	0	0	 0.000
 384.184	 8.366	INSTR1	0	0	 0.000
 392.550	 3.348	ISI	0	0	 0.000
 395.898	 60.205	CONV2	0	0	 0.000
 456.103	 3.344	ISI	0	0	 0.000
