onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.271	ISI	0	0	 0.000
 12.978	 60.248	CONV1	0	0	 0.000
 73.226	 4.674	ISI	0	0	 0.000
 77.900	 8.367	INSTR1	0	0	 0.000
 86.267	 3.328	ISI	0	0	 0.000
 89.595	 60.249	CONV2	0	0	 0.000
 149.844	 4.566	ISI	0	0	 0.000
 154.410	 8.369	INSTR1	0	0	 0.000
 162.779	 3.347	ISI	0	0	 0.000
 166.126	 60.248	CONV1	0	0	 0.000
 226.374	 4.590	ISI	0	0	 0.000
 230.964	 8.369	INSTR1	0	0	 0.000
 239.333	 3.346	ISI	0	0	 0.000
 242.679	 60.249	CONV2	0	0	 0.000
 302.928	 4.684	ISI	0	0	 0.000
 307.612	 8.336	INSTR1	0	0	 0.000
 315.948	 3.348	ISI	0	0	 0.000
 319.296	 60.248	CONV1	0	0	 0.000
 379.544	 4.686	ISI	0	0	 0.000
 384.230	 8.251	INSTR1	0	0	 0.000
 392.481	 3.347	ISI	0	0	 0.000
 395.828	 60.248	CONV2	0	0	 0.000
 456.076	 3.344	ISI	0	0	 0.000
