onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.317	ISI	0	0	 0.000
 13.023	 60.205	CONV1	0	0	 0.000
 73.228	 4.642	ISI	0	0	 0.000
 77.870	 8.368	INSTR1	0	0	 0.000
 86.238	 3.234	ISI	0	0	 0.000
 89.472	 60.241	CONV2	0	0	 0.000
 149.713	 4.578	ISI	0	0	 0.000
 154.291	 8.367	INSTR1	0	0	 0.000
 162.658	 3.296	ISI	0	0	 0.000
 165.954	 60.249	CONV1	0	0	 0.000
 226.203	 4.582	ISI	0	0	 0.000
 230.785	 8.369	INSTR1	0	0	 0.000
 239.154	 3.347	ISI	0	0	 0.000
 242.501	 60.248	CONV2	0	0	 0.000
 302.749	 4.583	ISI	0	0	 0.000
 307.332	 8.368	INSTR1	0	0	 0.000
 315.700	 3.346	ISI	0	0	 0.000
 319.046	 60.249	CONV1	0	0	 0.000
 379.295	 4.591	ISI	0	0	 0.000
 383.886	 8.334	INSTR1	0	0	 0.000
 392.220	 3.348	ISI	0	0	 0.000
 395.568	 60.248	CONV2	0	0	 0.000
 455.816	 3.342	ISI	0	0	 0.000
